"","area_resultado","programa","acao","sub_acao","quantificacao_meta","quantificacao_executada","relacao_fisica","relacao_fisica_agrupamento","valor_orcado","valor_empenhado","relacao_financeira","relacao_financeira_agrupamento","eficacia","programa_tipo"
"305",9,69,2514,5,4,4,1,"0.7 a 1.3",0,0,-1,"Não há meta",-1,"Associado"
"306",9,69,2900,1,0,0,-1,"Não há meta",10598719,10268018,0.968798021723191,"0.7 a 1.3",0,"Associado"
"307",10,113,2327,2,0,0,-1,"Não há meta",20000,3803008,190.1504,"Acima de 2.0",0,"Associado"
"308",6,144,2876,2,0,0,-1,"Não há meta",5500,300,0.0545454545454545,"0.01 a 0.4",0,"Associado"
"309",6,26,3006,3,0,0,-1,"Não há meta",94687,211815,2.23700191156125,"Acima de 2.0",0,"Associado"
"310",1,241,2873,1,0,0,-1,"Não há meta",490500,0,0,"Não há execução",0,"Sustentador"
"311",10,127,2334,3,1,3,3,"Acima de 2.0",49000,53223,1.08618367346939,"0.7 a 1.3",2.76196384429932,"Associado"
"312",3,211,1272,3,0,0,-1,"Não há meta",20000,1677310,83.8655,"Acima de 2.0",0,"Sustentador"
"313",1,157,2690,10,0,0,-1,"Não há meta",91207500,48852984,0.535624636131897,"0.4 a 0.7",0,"Associado"
"314",6,9,2023,4,2000,2010,1.005,"0.7 a 1.3",50000,5394409,107.88818,"Acima de 2.0",0.00931520015001297,"Associado"
"315",1,204,2662,3,2,6,3,"Acima de 2.0",0,0,-1,"Não há meta",-1,"Sustentador"
"316",8,93,2059,1,0,0,-1,"Não há meta",4821100,3975160,0.824533820082554,"0.7 a 1.3",0,"Associado"
"317",6,12,2874,9,12,12,1,"0.7 a 1.3",0,0,-1,"Não há meta",-1,"Associado"
"318",2,140,2046,13,0,0,-1,"Não há meta",156100370,171702559,1.09994972465472,"0.7 a 1.3",0,"Associado"
"319",10,163,2334,3,1,1,1,"0.7 a 1.3",4e+05,173914,0.434785,"0.4 a 0.7",2.29998731613159,"Associado"
"320",6,224,2110,3,326000,701937.26,2.1531817791411,"Acima de 2.0",0,0,-1,"Não há meta",-1,"Sustentador"
"321",10,132,2120,3,9490000,10192349,1.07400937829294,"0.7 a 1.3",5718270,6541892,1.14403342269603,"0.7 a 1.3",0.938791990280151,"Associado"
"322",6,12,2874,7,12,12,1,"0.7 a 1.3",0,0,-1,"Não há meta",-1,"Associado"
"323",2,205,2888,1,3,3,1,"0.7 a 1.3",0,0,-1,"Não há meta",-1,"Sustentador"
"324",8,93,2060,1,0,0,-1,"Não há meta",1074300,1158960,1.07880480312762,"0.7 a 1.3",0,"Associado"
"325",11,239,2371,18,1,1,1,"0.7 a 1.3",1500000,1635000,1.09,"0.7 a 1.3",0.917431175708771,"Sustentador"
"326",10,235,2120,9,1979760,2301790,1.1626611306421,"0.7 a 1.3",902000,1114659,1.23576385809313,"0.7 a 1.3",0.940844118595123,"Sustentador"
"327",6,85,2900,1,0,0,-1,"Não há meta",33080955,31488405,0.951859007697934,"0.7 a 1.3",0,"Associado"
"328",10,101,2531,4,4000,5791,1.44775,"1.3 a 2.0",4342000,774810,0.17844541685859,"0.01 a 0.4",8.11312484741211,"Associado"
"329",10,127,2697,1,1,1,1,"0.7 a 1.3",1e+05,0,0,"Não há execução",-1,"Associado"
"330",6,12,2548,12,24,24,1,"0.7 a 1.3",0,0,-1,"Não há meta",-1,"Associado"
"331",1,157,2690,10,0,0,-1,"Não há meta",485744900,486583200,1.00172580298836,"0.7 a 1.3",0,"Associado"
"332",2,207,2706,1,36,36,1,"0.7 a 1.3",0,0,-1,"Não há meta",-1,"Sustentador"
"333",10,20,2878,7,450,450,1,"0.7 a 1.3",1111188,47732,0.04295582745674,"0.01 a 0.4",23.279727935791,"Associado"
"334",9,73,2580,5,20,20,1,"0.7 a 1.3",0,0,-1,"Não há meta",-1,"Associado"
"335",11,146,2334,3,1,1,1,"0.7 a 1.3",50000,12360,0.2472,"0.01 a 0.4",4.04530763626099,"Associado"
"336",11,239,2371,11,1,1,1,"0.7 a 1.3",0,0,-1,"Não há meta",-1,"Sustentador"
"337",2,207,2886,10,0,0,-1,"Não há meta",7000,0,0,"Não há execução",0,"Sustentador"
"338",9,69,2514,3,4,4,1,"0.7 a 1.3",0,0,-1,"Não há meta",-1,"Associado"
"339",6,7,2124,1,0,0,-1,"Não há meta",2075800,3020472,1.45508815878216,"1.3 a 2.0",0,"Apoio Administrativo"
"340",6,14,2850,1,0,0,-1,"Não há meta",13300000,12258517,0.921693007518797,"0.7 a 1.3",0,"Associado"
"341",6,14,2809,13,1,1,1,"0.7 a 1.3",0,0,-1,"Não há meta",-1,"Associado"
"342",4,109,2803,2,82,146,1.78048780487805,"1.3 a 2.0",0,0,-1,"Não há meta",-1,"Associado"
"343",11,239,2371,19,1,1,1,"0.7 a 1.3",1500000,1100000,0.733333333333333,"0.7 a 1.3",1.36363637447357,"Sustentador"
"344",2,140,2850,1,0,0,-1,"Não há meta",20450000,17553405,0.858357212713936,"0.7 a 1.3",0,"Associado"
"345",2,140,2046,5,178,178,1,"0.7 a 1.3",10215170,6288335,0.615587895257739,"0.4 a 0.7",1.62446343898773,"Associado"
"346",10,132,2121,11,0,0,-1,"Não há meta",1568200,873130,0.556772095395995,"0.4 a 0.7",0,"Associado"
"347",10,238,2869,4,6500,6881,1.05861538461538,"0.7 a 1.3",32500,0,0,"Não há execução",-1,"Sustentador"
"348",10,20,2403,5,134,134,1,"0.7 a 1.3",1820052,960285,0.527614046192087,"0.4 a 0.7",1.89532482624054,"Associado"
"349",3,60,2837,1,2500000,2500000,1,"0.7 a 1.3",105836433,81810895,0.772993691123358,"0.7 a 1.3",1.29367160797119,"Associado"
"350",8,227,2334,25,1,1,1,"0.7 a 1.3",150000,0,0,"Não há execução",-1,"Sustentador"
